supermercado,nombre,precio,url,seccion
alcampo,ALCAMPO CULTIVAMOS LO BUENO Aguacate nacional madurado en árbol 2 uds.,"Precio
6,69 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Manzanas Royal Gala bandeja,"Precio
3,49 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO Mandarina IGP barqueta 1 kg.,"Precio
3,49 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Ciruela amarilla a granel,"Precio
4,99 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO ECOLÓGICO Compota de manzana ecológica Pack de 4 uds. x 100 g.,"Precio
3,79 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Pera ercolina 1 kilogramo,"Precio
3,39 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Papayón maduro 1 pz.,"Precio
7,09 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO ECOLÓGICO Compota de manzana y melocotón postre ecológico pack 4 uds. x 100 g.,"Precio
3,79 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Melón amarillo,"Precio
6,73 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Sandía Foodie,"Precio
16,14 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,"Chirimoyas, cesta 1 kg.","Precio
4,79 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Nísperos a granel,"Precio
5,00 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Plátano Canario 1ª a granel,"Precio
3,18 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Zanahoria a granel,"Precio
0,60 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Cebolla morada a granel,"Precio
1,02 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Naranjas de zumo malla 5 kg.,"Precio
4,95 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Kiwi a granel,"Precio
3,04 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Brócoli,"Precio
1,30 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Uva blanca sin pepitas a granel,"Precio
2,39 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Ajo a granel,"Precio
2,50 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ZESPRI Kiwi Green a granel.,"Precio
4,99 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Manzana granny 1 kg.,"Precio
1,95 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Manzanas Gala ecológicas 800 g.,"Precio
3,76 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Manzanas reinetas 1 kg.,"Precio
2,19 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Chirimoyas a granel,"Precio
5,24 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Limones IGP 4 piezas 500 gr.,"Precio
1,79 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Judía verde a granel,"Precio
1,86 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,"Bananas, Comercio Justo","Precio
2,49 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO Compota de manzana y fresa pack 4 uds. x100 g.,"Precio
2,65 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Peras de Rincón de Soto DOP Bandeja de 800g.,"Precio
3,49 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Manzana Ambrosia a granel,"Precio
3,56 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Tomate cherry a granel,"Precio
3,15 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Tamarindo 150 gramos,"Precio
1,99 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO Compota de macedonia pack 4 uds. x 100 g.,"Precio
2,85 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Naranja zumo a granel,"Precio
1,01 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Batata - Boniato a granel,"Precio
1,73 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO Mandarina de zumo 2 kg.,"Precio
3,49 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Pepino negro a granel,"Precio
1,99 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Manzanas rojas a granel,"Precio
2,69 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO ECOLÓGICO Naranjas de zumo ecológicas malla de 2 kg.,"Precio
4,99 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Granada fresca desgranada FRUTIFRESH 125 g,"Precio
4,07 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
